heading;-;-;company_name;-;language;link;original_url;date_posted;date_ends;date_created;date_updated;address;municipality_name;postal_code;-;pageviews_all;-;applyclicks_all;-;-;-;-;-;-;-;-
Koulusihteerin tehtävä;;;Kuopion kaupunki työnantajapalvelu;kokoaikatyö, yli 12 kuukautta;finnish;;http://paikat.te-palvelut.fi/tpt/9798484;22.12.2018;30.12.2018;23.12.2018;30.12.2018;70100 KUOPIO;Kuopio;70100;;236;;5;;1 Muu;;
Myyntineuvottelija;;;Momentos Oy;kokoaikatyö, 9-16:00, yli 12 kuukautta;finnish;;http://paikat.te-palvelut.fi/tpt/9798469;22.12.2018;27.12.2018;23.12.2018;27.12.2018;Kuopionlahdenkatu 9 LT 33, 70100 KUOPIO;Kuopio;70100;;6;;0;;1 Muu;;
Ajanvaraaja;;;Momentos Oy;kokoaikatyö, yli 12 kuukautta;finnish;;http://paikat.te-palvelut.fi/tpt/9798468;22.12.2018;27.12.2018;23.12.2018;27.12.2018;Kuopionlahdenkatu 9 LT 33, 70100 KUOPIO;Kuopio;70100;;17;;0;;1 Muu;;
Myyntipäällikkö;;;Momentos Oy;kokoaikatyö, yli 12 kuukautta;finnish;;http://paikat.te-palvelut.fi/tpt/9798470;22.12.2018;27.12.2018;23.12.2018;27.12.2018;Kuopionlahdenkatu 9 LT 33, 70100 KUOPIO;Kuopio;70100;;26;;2;;1 Muu;;
Sosiaalisen median harjoittelija;;;Nordic C-Creditor Oy;oppisopimus, kokoaikatyö, yli 12 kuukautta;finnish;;http://paikat.te-palvelut.fi/tpt/9798453;21.12.2018;31.12.2018;22.12.2018;01.01.2019;Salomonkatu 17 B, 00100 HELSINKI;Helsinki;00100;;242;;8;;1 Muu;;
Kahvilamyyjä;;;Naantalin Aurinkoinen Oy;osapäivätyö, yli 12 kuukautta;finnish;;http://paikat.te-palvelut.fi/tpt/9798423;21.12.2018;28.12.2018;22.12.2018;28.12.2018;Sarkamaantie 16, 21280 RAISIO;Raisio;21280;;192;;14;;1 Muu;;
Maalari, liiketilojen- ja huoneistojen huoltomaala;;;Henkilöstöpalvelut Työntekijät HTP Oy;vuokratyöpaikka, kokoaikatyö, 8h, yli 12 kuukautta, Yli 12kk;finnish;;http://paikat.te-palvelut.fi/tpt/9798393;20.12.2018;27.12.2018;22.12.2018;27.12.2018;Vilhonvuorenkatu 12, 00500 HELSINKI;Helsinki;00500;;15;;2;;1 Muu;;
Monitaitoisia rakennustyöntekijöitä -PK-seutu-;;;Henkilöstöpalvelut Työntekijät HTP Oy;vuokratyöpaikka, kokoaikatyö, 8h, yli 12 kuukautta, Yli 12kk;finnish;;http://paikat.te-palvelut.fi/tpt/9798395;20.12.2018;27.12.2018;22.12.2018;27.12.2018;Vilhonvuorenkatu 12, 00500 HELSINKI;Helsinki;00500;;4;;0;;1 Muu;;
Kokeneita asbestipurkajia  työsuhteen -Uusimaa-;;;Henkilöstöpalvelut Työntekijät HTP Oy;vuokratyöpaikka, kokoaikatyö, 8h, yli 12 kuukautta, Yli 12kk;finnish;;http://paikat.te-palvelut.fi/tpt/9798392;20.12.2018;27.12.2018;22.12.2018;27.12.2018;Vilhonvuorenkatu 12, 00500 HELSINKI;Helsinki;00500;;4;;0;;1 Muu;;
Etsitään ikkuna- ja oviasentajia /porukoita -Pk-se;;;Henkilöstöpalvelut Työntekijät HTP Oy;kokoaikatyö, 8h, yli 12 kuukautta, Yli 12kk;finnish;;http://paikat.te-palvelut.fi/tpt/9798394;20.12.2018;27.12.2018;22.12.2018;27.12.2018;Vilhonvuorenkatu 12, 00500 HELSINKI;Helsinki;00500;;14;;3;;1 Muu;;
Kiinteistöhuollon työntekijöitä - Uusimaa-;;;Henkilöstöpalvelut Työntekijät HTP Oy;vuokratyöpaikka, kokoaikatyö, 8h, yli 12 kuukautta, Yli 12kk;finnish;;http://paikat.te-palvelut.fi/tpt/9798397;20.12.2018;27.12.2018;22.12.2018;27.12.2018;Vilhonvuorenkatu 12, 00500 HELSINKI;Helsinki;00500;;3;;0;;1 Muu;;
Kausilumityöntekijä 2018-2019 -Uusimaa-;;;Henkilöstöpalvelut Työntekijät HTP Oy;kokoaikatyö, 8h, yli 12 kuukautta, Sopimuksen mukaan;finnish;;http://paikat.te-palvelut.fi/tpt/9798391;20.12.2018;27.12.2018;22.12.2018;27.12.2018;Vilhonvuorenkatu 12, 00500 HELSINKI;Helsinki;00500;;9;;1;;1 Muu;;
Muu keittiö- ja ravintolatyöntekijä;;;Valmaris Oy;muu osa-aikatyö, yli 12 kuukautta;finnish;;http://paikat.te-palvelut.fi/tpt/9798366;20.12.2018;31.12.2018;22.12.2018;31.12.2018;Antti Possin kuja, 33400 TAMPERE;Tampere;33400;;145;;21;;1 Muu;;
Kahvilamyyjä;;;Café Lehtinen Oy;muu osa-aikatyö, vaihtelevat työajat arkisin ja viikonloppuisin, yli 12 kuukautta;finnish;;http://paikat.te-palvelut.fi/tpt/9798352;20.12.2018;31.12.2018;21.12.2018;31.12.2018;Ahjokatu 5, 40320 JYVÄSKYLÄ;Jyväskylä;40320;;372;;12;;1 Muu;;
Baristakouluttaja / Barista trainer;;;La Torrefazione Oy;kokoaikatyö, yli 12 kuukautta;finnish;;http://paikat.te-palvelut.fi/tpt/9798342;20.12.2018;31.12.2018;21.12.2018;01.01.2019;00100 HELSINKI;Helsinki;00100;;32;;1;;1 Muu;;
Toimistotyöntekijä;;;KF-Myynti Oy;kokoaikatyö, työtä kosmetiikan ja vitamiinin parissa, yli 12 kuukautta, uusi ura tai runsaat lisäansiot;finnish;;http://paikat.te-palvelut.fi/tpt/9798353;20.12.2018;26.12.2018;21.12.2018;26.12.2018;Sumeliuksenkatu 18 a 3, 33100 TAMPERE;Tampere;33100;;90;;1;;1 Muu;;
Ravintolatyöntekijä;;;Antell-Ravintolat Oy;kokoaikatyö, yli 12 kuukautta, vakituinen;finnish;;http://paikat.te-palvelut.fi/tpt/9797664;20.12.2018;31.12.2018;21.12.2018;01.01.2019;02460 KANTVIK;02460 - Kirkkonummi;02460;;35;;2;;1 Muu;;
Varastotyöntekijä;;;Tempro Oy;vuokratyöpaikka, 2-vuorotyö, 1 - 3 kk, Mahdollisuus työllistyä pidemmäksi aikaa;finnish;;http://paikat.te-palvelut.fi/tpt/9798283;20.12.2018;31.12.2018;21.12.2018;01.01.2019;01510 VANTAA;Vantaa;01510;;128;;8;;1 Muu;;
Ikkunoiden- ja ovienasentajan apulainen;;;VPS Henkilöstöpalvelu Oy;vuokratyöpaikka, kokoaikatyö, alle 11 pv;finnish;;http://paikat.te-palvelut.fi/tpt/9797766;20.12.2018;31.12.2018;21.12.2018;01.01.2019;00100 HELSINKI;Helsinki;00100;;19;;3;;1 Muu;;
Tuotantotyöntekijä, Jyväskylä;;;Nordic Henkilöstöpalvelut Oy;vuokratyöpaikka, kokoaikatyö, 3 - 6 kk;finnish;;http://paikat.te-palvelut.fi/tpt/9797569;20.12.2018;31.12.2018;21.12.2018;01.01.2019;Gummeruksenkatu 7, 40100 JYVÄSKYLÄ;Jyväskylä;40100;;150;;5;;1 Muu;;
Leipomotyöntekijä kiireavuksi;;;Alen Oy Invest Ltd;kokoaikatyö, sopimuksen mukaan, 11 pv - 1 kk, / sopimuksen mukaan;finnish;;http://paikat.te-palvelut.fi/tpt/9797823;20.12.2018;31.12.2018;21.12.2018;01.01.2019;Järvenpääntie 49, 03600 KARKKILA;Karkkila;03600;;34;;4;;1 Muu;;
